,Order Date,Sales,Segment,Profit
43262,2014-11-07,17.84,Consumer,6.76
43264,2014-09-26,21.456,Consumer,-13.984
43268,2014-10-03,23.1,Consumer,1.38
43270,2014-06-30,33.3,Home Office,2.85
43277,2014-09-01,15.75,Consumer,-12.33
43278,2014-03-28,11.37,Corporate,3.18
43279,2014-06-12,24.48,Corporate,11.43
43285,2014-09-30,14.01,Consumer,5.58
43288,2014-12-29,78.8528,Consumer,-11.596
43291,2014-11-13,10.848,Corporate,3.5256
43295,2014-01-01,23.48,Consumer,8.218
43296,2014-11-13,27.93,Consumer,8.0997
43304,2014-06-19,24.51,Corporate,9.78
43308,2014-11-18,31.17,Corporate,4.35
43309,2014-06-21,13.98,Corporate,6.84
43311,2014-09-08,19.2,Consumer,8.76
43312,2014-09-26,22.26,Consumer,8.22
43317,2014-04-04,9.69,Corporate,4.14
43318,2014-12-29,23.79,Corporate,2.85
43320,2014-05-08,21.42,Home Office,-43.58
43323,2014-11-08,456.96,Consumer,-28.56
43328,2014-11-06,23.184,Home Office,-5.256
43334,2014-08-11,17.01,Consumer,-2.73
43337,2014-08-26,7.4094,Corporate,0.4194
43341,2014-01-11,96.84,Corporate,46.44
43351,2014-09-10,17.024,Corporate,1.7024
43352,2014-03-11,43.872,Home Office,11.5164
43353,2014-11-20,15.992,Consumer,-13.993
43354,2014-09-11,16.2,Consumer,7.776
43356,2014-11-08,21.792,Consumer,7.6272
43357,2014-12-18,13.98,Corporate,3.6348
43360,2014-04-02,20.808,Corporate,1.8207
43362,2014-05-04,32.448,Corporate,7.3008
43363,2014-12-03,19.728,Corporate,1.7262
43364,2014-04-03,14.94,Consumer,6.8724
43366,2014-02-27,16.65,Corporate,4.65
43370,2014-12-24,19.5,Consumer,2.91
43374,2014-05-28,17.52,Consumer,5.43
43375,2014-08-09,45.072,Consumer,-33.828
43377,2014-10-24,17.136,Home Office,-11.424
43381,2014-06-13,144.1778,Consumer,-12.5422
43384,2014-09-03,38.68,Corporate,18.16
43385,2014-08-19,39.16,Consumer,10.96
43388,2014-03-04,18.0,Consumer,-2.7
43392,2014-10-24,20.16,Consumer,9.24
43393,2014-08-18,24.408,Consumer,-1.152
43396,2014-08-11,685.131,Home Office,-232.719
43397,2014-10-30,29.0175,Consumer,-9.9825
43398,2014-07-11,20.142,Corporate,7.782
43403,2014-03-05,15.25,Corporate,7.015
43404,2014-11-29,15.552,Home Office,5.4432
43406,2014-11-13,7.92,Home Office,0.693
43408,2014-03-19,23.832,Consumer,6.5538
43413,2014-01-08,18.93,Consumer,7.56
43417,2014-09-09,16.71,Consumer,3.15
43421,2014-08-20,9.84,Consumer,-5.46
43426,2014-10-02,20.34,Consumer,9.12
43428,2014-04-18,11.37,Corporate,2.61
43429,2014-04-09,17.84,Home Office,4.56
43434,2014-11-14,11.12,Corporate,4.1
43438,2014-06-05,13.992,Consumer,-6.568
43442,2014-12-03,21.76,Consumer,5.22
43443,2014-12-12,26.76,Consumer,7.48
43448,2014-06-11,31.92,Corporate,11.76
43452,2014-05-15,17.28,Consumer,-13.2
43457,2014-09-26,34.434,Corporate,-13.206
43458,2014-09-30,7.6725,Home Office,0.1125
43460,2014-05-30,25.92,Consumer,9.396
43461,2014-12-11,19.936,Corporate,7.2268
43470,2014-04-26,19.05,Consumer,8.763
43473,2014-03-28,8.26,Consumer,3.7996
43477,2014-12-17,15.57,Corporate,7.14
43479,2014-01-30,21.48,Consumer,7.92
43481,2014-01-21,14.274,Consumer,-30.936
43483,2014-12-15,15.84,Consumer,1.26
43484,2014-05-22,389.25,Consumer,66.15
43485,2014-01-13,10.74,Consumer,3.96
43486,2014-09-19,26.88,Corporate,4.8
43492,2014-04-03,13.32,Corporate,0.42
43495,2014-10-18,53.056,Consumer,-43.824
43504,2014-02-07,22.86,Home Office,8.22
43510,2014-05-21,64.08,Home Office,21.06
43512,2014-09-06,21.204,Home Office,-13.116
43516,2014-09-13,8.36,Consumer,3.0096
43519,2014-10-24,11.56,Corporate,5.6644
43523,2014-12-05,23.92,Corporate,8.671
43524,2014-02-14,17.94,Corporate,8.7906
43526,2014-04-24,18.688,Consumer,7.008
43528,2014-09-04,19.548,Consumer,-19.692
43533,2014-08-05,28.35,Consumer,8.49
43535,2014-12-25,17.568,Consumer,2.928
43538,2014-09-23,12.9,Consumer,4.98
43539,2014-11-28,24.696,Consumer,-4.584
43542,2014-10-21,18.54,Home Office,8.1
43543,2014-01-26,20.52,Corporate,4.23
43546,2014-04-15,35.2335,Consumer,1.1835
43549,2014-07-07,30.8385,Consumer,-23.6115
43550,2014-09-25,23.652,Consumer,8.622
43554,2014-04-04,17.46,Corporate,6.06
43555,2014-02-14,27.36,Home Office,2.04
43559,2014-06-03,25.344,Consumer,7.92
43561,2014-12-10,11.16,Home Office,2.79
43563,2014-12-24,12.264,Consumer,1.0731
43566,2014-09-25,35.568,Home Office,-12.552
43568,2014-10-14,19.71,Consumer,-32.85
43570,2014-07-09,39.75,Consumer,1.59
43573,2014-03-02,44.43,Corporate,14.64
43575,2014-07-22,18.576,Consumer,-16.164
43584,2014-03-28,14.472,Corporate,0.912
43585,2014-05-21,16.48,Home Office,3.44
43593,2014-12-02,25.35,Consumer,6.84
43597,2014-06-18,13.8,Corporate,1.08
43598,2014-03-14,41.115,Consumer,-5.775
43602,2014-01-02,19.3185,Corporate,-7.6815
43603,2014-08-05,20.6064,Consumer,-5.8536
43609,2014-11-21,28.728,Consumer,1.7955
43611,2014-06-11,16.4,Consumer,4.756
43613,2014-04-11,10.368,Consumer,3.6288
43615,2014-01-14,32.4,Corporate,15.552
43619,2014-08-19,23.18,Consumer,7.6494
43625,2014-03-18,23.46,Consumer,10.74
43627,2014-04-16,13.41,Corporate,-22.8
43628,2014-11-11,27.06,Consumer,6.48
43635,2014-07-04,28.98,Corporate,0.84
43637,2014-09-19,24.44,Corporate,6.84
43638,2014-09-24,13.68,Home Office,0.8
43641,2014-09-23,59.6,Corporate,16.0
43643,2014-05-05,17.4,Consumer,4.16
43645,2014-01-06,23.712,Consumer,-2.088
43653,2014-12-24,48.78,Consumer,24.39
43658,2014-01-27,33.534,Corporate,5.184
43662,2014-05-08,23.76,Consumer,5.76
43665,2014-11-25,19.008,Corporate,-12.672
43667,2014-11-14,61.792,Corporate,6.1792
43669,2014-10-16,22.72,Corporate,9.3152
43673,2014-11-26,18.688,Consumer,3.7376
43677,2014-06-01,22.23,Home Office,10.2
43678,2014-09-17,15.96,Home Office,1.59
43681,2014-06-18,26.64,Corporate,10.92
43692,2014-10-13,17.7,Consumer,7.92
43693,2014-06-16,33.64,Corporate,10.76
43697,2014-11-18,39.0,Consumer,9.36
43699,2014-08-09,18.0,Corporate,8.64
43700,2014-09-02,20.64,Consumer,7.84
43703,2014-09-17,14.4,Corporate,-5.76
43705,2014-12-11,52.98,Home Office,5.82
43706,2014-04-17,26.82,Consumer,8.82
43710,2014-11-21,27.18,Consumer,4.86
43718,2014-11-04,14.94,Consumer,6.8724
43721,2014-10-28,15.84,Corporate,5.544
43723,2014-01-21,11.52,Consumer,4.176
43728,2014-01-13,19.896,Consumer,-17.934
43730,2014-12-16,10.32,Consumer,4.53
43732,2014-11-19,19.14,Consumer,4.2
43735,2014-05-27,11.46,Home Office,2.97
43739,2014-05-29,58.4,Consumer,20.44
43740,2014-02-12,13.32,Consumer,2.22
43741,2014-10-06,16.3,Consumer,4.4
43742,2014-07-05,11.82,Corporate,-1.0
43749,2014-05-08,10.449,Consumer,-0.081
43753,2014-01-31,22.059,Corporate,-1.971
43756,2014-12-01,14.2146,Consumer,0.7746
43760,2014-11-26,12.816,Home Office,-14.784
43763,2014-12-03,8.56,Corporate,3.852
43765,2014-09-05,11.52,Consumer,3.744
43766,2014-11-03,5.58,Home Office,0.1674
43768,2014-02-21,10.64,Home Office,3.857
43773,2014-08-27,11.07,Consumer,2.19
43781,2014-12-29,14.36,Home Office,5.72
43782,2014-11-06,21.3,Home Office,8.7
43783,2014-05-15,42.3,Home Office,19.0
43784,2014-10-01,113.81136,Consumer,5.29136
43785,2014-09-24,20.736,Corporate,-10.464
43788,2014-11-05,16.8,Corporate,3.18
43790,2014-02-07,18.18,Home Office,5.25
43792,2014-09-29,14.43,Home Office,2.16
43804,2014-05-31,8.01,Consumer,3.0438
43807,2014-12-03,36.624,Corporate,-24.416
43809,2014-06-06,20.736,Corporate,7.2576
43816,2014-10-02,10.41,Home Office,3.51
43817,2014-09-28,40.26,Corporate,8.04
43822,2014-10-03,13.38,Consumer,3.42
43823,2014-06-05,12.21,Consumer,0.0
43828,2014-08-06,24.3,Corporate,12.14
43829,2014-12-25,21.144,Consumer,-0.376
43830,2014-06-23,27.68,Corporate,12.72
43833,2014-03-17,20.76,Consumer,2.88
43843,2014-06-30,37.44,Home Office,2.97
43845,2014-09-02,20.376,Corporate,-7.824
43847,2014-02-11,9.135,Consumer,-1.305
43848,2014-12-23,20.7,Consumer,-17.46
43849,2014-02-26,26.82,Consumer,5.85
43850,2014-12-24,36.465,Consumer,-6.585
43854,2014-06-19,20.67,Consumer,-8.97
43858,2014-05-27,18.69,Home Office,0.54
43862,2014-10-03,17.712,Home Office,-0.408
43863,2014-07-21,14.787,Consumer,-0.333
43865,2014-10-25,50.1,Consumer,16.98
43866,2014-04-04,36.936,Consumer,-19.704
43868,2014-11-26,10.962,Corporate,1.812
43870,2014-10-02,81.088,Corporate,27.3672
43874,2014-09-24,14.352,Home Office,5.2026
43881,2014-09-30,7.98,Corporate,3.9102
43882,2014-05-12,20.22,Corporate,-24.78
43883,2014-01-24,26.58,Consumer,0.78
43884,2014-03-27,29.28,Corporate,4.92
43886,2014-07-30,17.88,Consumer,4.8
43887,2014-04-30,15.84,Consumer,1.26
43893,2014-06-23,18.66,Consumer,7.26
43894,2014-12-10,15.12,Corporate,1.64
43897,2014-10-22,29.6,Consumer,0.2
43898,2014-09-18,21.14,Consumer,8.54
43900,2014-06-18,26.016,Consumer,-14.984
43901,2014-12-25,18.96,Corporate,-6.18
43903,2014-10-06,11.13,Home Office,4.11
43910,2014-09-05,7.05,Home Office,-2.55
43912,2014-09-11,21.2742,Corporate,-3.2958
43913,2014-01-09,16.2,Corporate,-8.1
43914,2014-07-10,50.274,Home Office,16.194
43916,2014-05-16,45.45,Consumer,14.04
43918,2014-06-04,260.3664,Home Office,-132.2736
43919,2014-04-28,21.96,Home Office,6.12
43920,2014-08-19,18.954,Consumer,-1.746
43927,2014-11-12,19.44,Consumer,9.3312
43929,2014-04-03,11.12,Home Office,2.8912
43930,2014-04-24,11.76,Corporate,-7.84
43931,2014-06-11,14.13,Corporate,0.7065
43932,2014-10-22,21.9,Corporate,10.512
43934,2014-11-19,17.88,Consumer,-18.33
43936,2014-03-07,12.264,Corporate,-16.896
43937,2014-10-01,8.328,Consumer,-5.472
43939,2014-08-07,26.94,Consumer,12.39
43941,2014-07-15,21.12,Corporate,-17.52
43946,2014-12-29,20.64,Home Office,7.84
43951,2014-08-20,22.224,Home Office,1.944
43956,2014-08-18,18.36,Consumer,0.72
43962,2014-09-06,27.3,Consumer,-9.3
43963,2014-07-04,47.1357,Consumer,15.8157
43966,2014-10-16,23.1702,Corporate,0.3102
43974,2014-06-12,18.288,Consumer,6.6294
43977,2014-09-08,19.76,Consumer,8.2992
43982,2014-11-06,11.424,Consumer,3.7128
43984,2014-04-18,13.53,Corporate,3.24
43987,2014-04-21,23.25,Consumer,4.86
43988,2014-09-03,16.98,Consumer,2.88
43989,2014-04-30,14.4,Consumer,6.48
43990,2014-07-24,15.777,Consumer,-24.213
43993,2014-01-16,7.56,Corporate,0.82
43994,2014-09-01,112.52,Home Office,51.72
43995,2014-10-10,13.992,Consumer,-6.568
43996,2014-10-07,11.424,Corporate,-7.456
43999,2014-12-12,10.26,Consumer,4.1
44004,2014-11-17,41.475,Home Office,-14.175
44007,2014-10-08,10.26,Consumer,-8.22
44008,2014-08-02,17.82,Consumer,3.18
44009,2014-11-18,9.9,Consumer,3.96
44011,2014-09-16,21.06,Consumer,-9.78
44012,2014-02-27,15.48,Consumer,0.24
44016,2014-12-31,79.47,Corporate,25.38
44018,2014-09-04,6.615,Corporate,1.905
44019,2014-08-01,12.6246,Consumer,-11.1954
44020,2014-08-26,26.34,Consumer,-1.62
44021,2014-05-15,17.7,Home Office,2.1
44027,2014-10-04,15.552,Consumer,5.4432
44028,2014-07-18,39.08,Home Office,14.4596
44029,2014-08-04,51.75,Consumer,24.84
44031,2014-12-14,31.44,Consumer,8.4888
44034,2014-09-20,23.32,Corporate,6.0632
44037,2014-05-19,22.608,Corporate,-10.1736
44041,2014-04-14,20.1,Consumer,-17.61
44048,2014-10-27,35.76,Corporate,9.6
44050,2014-04-16,18.6,Consumer,6.12
44051,2014-06-12,22.6,Consumer,9.24
44053,2014-11-13,17.52,Corporate,4.2
44056,2014-11-17,19.76,Corporate,2.56
44062,2014-08-13,13.905,Corporate,-1.755
44065,2014-04-17,12.24,Corporate,0.48
44066,2014-06-24,13.14,Corporate,-1.08
44067,2014-11-03,49.2,Consumer,3.9
44081,2014-10-24,10.272,Consumer,0.8988
44083,2014-06-04,11.96,Corporate,5.382
44084,2014-05-13,5.904,Consumer,1.9926
44085,2014-12-12,13.584,Corporate,1.3584
44089,2014-09-03,23.94,Consumer,2.52
44091,2014-01-17,22.26,Home Office,8.22
44094,2014-11-26,24.78,Corporate,7.92
44095,2014-07-31,15.144,Home Office,-7.596
44097,2014-06-04,6.3,Corporate,-7.74
44099,2014-07-10,10.17,Home Office,4.56
44104,2014-11-03,16.84,Home Office,8.08
44106,2014-12-10,16.3,Corporate,4.4
44119,2014-10-30,38.88,Corporate,8.1
44123,2014-02-27,36.576,Corporate,-4.464
44127,2014-09-03,12.98,Corporate,3.7642
44129,2014-07-16,26.55,Consumer,13.0095
44133,2014-08-25,10.368,Consumer,3.7584
44142,2014-06-25,21.978,Corporate,-40.302
44144,2014-03-18,26.22,Consumer,1.8
44150,2014-06-23,13.2,Corporate,0.0
44152,2014-06-13,8.58,Home Office,1.35
44156,2014-03-13,11.0,Consumer,4.4
44157,2014-10-23,19.02,Consumer,-1.68
44159,2014-06-24,25.2,Consumer,12.6
44160,2014-12-06,40.635,Corporate,-0.135
44167,2014-10-10,9.675,Consumer,-7.575
44169,2014-10-13,17.4,Consumer,1.38
44170,2014-01-20,17.496,Consumer,7.506
44173,2014-05-30,11.628,Corporate,2.298
44181,2014-09-03,12.192,Consumer,4.1148
44182,2014-05-05,17.61,Corporate,8.4528
44185,2014-03-20,19.824,Consumer,6.6906
44186,2014-11-20,22.96,Consumer,6.6584
44187,2014-12-11,14.76,Corporate,4.2804
44188,2014-12-06,11.07,Consumer,5.2029
44189,2014-11-18,11.43,Home Office,2.73
44192,2014-05-29,20.28,Corporate,6.27
44199,2014-06-18,17.61,Home Office,8.79
44200,2014-12-11,12.69,Consumer,5.82
44201,2014-02-28,20.16,Home Office,6.42
44202,2014-10-12,13.14,Consumer,-21.06
44203,2014-08-18,11.46,Home Office,2.97
44207,2014-02-10,14.6,Corporate,5.68
44208,2014-10-27,20.288,Corporate,-23.352
44209,2014-09-01,15.24,Corporate,4.56
44212,2014-10-02,26.28,Home Office,6.54
44213,2014-08-22,17.73,Consumer,1.53
44214,2014-08-20,19.386,Consumer,-2.154
44215,2014-09-08,27.975,Consumer,-13.575
44216,2014-07-14,8.82,Consumer,0.0
44222,2014-06-13,26.955,Corporate,-16.725
44224,2014-12-17,83.913,Consumer,18.153
44226,2014-12-02,15.92,Consumer,7.4824
44227,2014-07-31,26.25,Consumer,12.6
44235,2014-02-18,11.76,Home Office,5.7624
44237,2014-05-28,31.44,Corporate,7.86
44239,2014-09-26,8.595,Corporate,-6.303
44245,2014-01-03,10.404,Consumer,-14.916
44246,2014-05-20,22.29,Home Office,10.68
44247,2014-08-28,17.28,Home Office,7.92
44248,2014-07-29,22.53,Home Office,10.8
44255,2014-11-22,25.4,Corporate,0.48
44256,2014-07-02,35.088,Corporate,4.088
44258,2014-05-07,67.34,Corporate,18.06
44259,2014-04-28,19.32,Consumer,-6.78
44260,2014-09-03,23.088,Consumer,-5.072
44263,2014-09-17,24.24,Corporate,-6.88
44265,2014-06-27,48.357,Corporate,1.047
44266,2014-11-24,18.36,Consumer,0.72
44267,2014-02-28,17.091,Corporate,-1.179
44268,2014-08-29,25.56,Consumer,10.98
44274,2014-03-24,17.1435,Corporate,-7.1865
44276,2014-10-09,21.78,Home Office,-0.06
44282,2014-04-30,17.739,Consumer,-0.411
44285,2014-01-12,40.86,Consumer,-15.72
44286,2014-04-16,15.552,Consumer,5.4432
44287,2014-04-16,4.89,Consumer,2.0049
44289,2014-10-20,16.68,Consumer,5.2125
44290,2014-10-31,148.48,Consumer,16.704
44292,2014-09-11,13.71,Consumer,6.5808
44295,2014-12-15,52.68,Home Office,19.755
44297,2014-01-31,12.74,Home Office,5.733
44299,2014-09-05,13.344,Consumer,4.3368
44303,2014-10-29,15.552,Consumer,5.4432
44306,2014-02-07,29.9,Home Office,13.455
44309,2014-12-11,3.273,Consumer,-2.5093
44310,2014-06-20,24.56,Consumer,11.5432
44311,2014-09-05,42.51,Consumer,6.78
44315,2014-02-22,26.01,Corporate,10.38
44316,2014-03-18,22.08,Consumer,3.3
44320,2014-06-25,12.348,Corporate,-16.932
44322,2014-07-22,4.815,Consumer,-9.645
44325,2014-06-04,20.184,Corporate,-10.626
44326,2014-07-11,15.9,Consumer,0.3
44330,2014-02-06,13.76,Consumer,6.16
44332,2014-07-18,22.76,Consumer,8.64
44336,2014-09-27,23.4,Consumer,3.12
44337,2014-04-07,8.88,Consumer,-0.48
44345,2014-11-27,11.607,Consumer,-3.993
44349,2014-10-21,49.932,Corporate,-0.708
44350,2014-11-30,27.42,Consumer,3.54
44354,2014-07-09,24.56,Consumer,11.5432
44356,2014-06-13,13.128,Consumer,4.2666
44360,2014-09-21,13.76,Consumer,6.3296
44362,2014-08-17,13.428,Consumer,-11.19
44367,2014-01-30,13.48,Consumer,3.5048
44372,2014-07-09,11.172,Corporate,-13.698
44373,2014-06-24,24.03,Corporate,6.48
44374,2014-11-28,17.49,Corporate,2.07
44376,2014-10-12,14.28,Corporate,1.56
44389,2014-11-24,13.644,Consumer,-5.736
44390,2014-11-04,18.42,Consumer,6.44
44391,2014-11-03,8.952,Consumer,-4.328
44399,2014-01-09,15.96,Corporate,5.88
44406,2014-01-23,20.58,Consumer,8.22
44409,2014-05-12,22.5,Corporate,10.98
44410,2014-05-13,25.407,Corporate,10.707
44414,2014-08-06,13.932,Consumer,1.392
44416,2014-06-17,14.016,Corporate,4.7304
44420,2014-09-18,14.4,Corporate,7.056
44423,2014-12-27,16.032,Corporate,5.6112
44425,2014-09-23,12.07,Consumer,3.9831
44426,2014-07-28,14.01,Home Office,5.16
44428,2014-01-10,21.69,Home Office,1.29
44430,2014-07-30,83.28,Consumer,34.08
44431,2014-12-01,15.102,Consumer,-32.238
44435,2014-04-28,14.4,Consumer,0.72
44437,2014-08-23,24.48,Corporate,6.84
44438,2014-06-19,16.82,Consumer,5.38
44441,2014-10-29,13.88,Home Office,1.24
44442,2014-12-29,247.68,Consumer,16.5
44448,2014-04-24,29.97,Consumer,-1.35
44457,2014-12-29,27.168,Consumer,2.7168
44458,2014-06-05,31.984,Corporate,1.999
44462,2014-11-19,19.76,Home Office,8.2992
44463,2014-10-28,27.184,Home Office,2.0388
44466,2014-11-25,12.96,Consumer,6.2208
44471,2014-09-10,4.86,Consumer,-3.564
44472,2014-09-12,14.2,Consumer,6.674
44473,2014-03-22,22.14,Home Office,6.4206
44477,2014-11-28,8.127,Consumer,-5.433
44478,2014-06-18,26.25,Consumer,8.64
44483,2014-10-22,13.05,Corporate,6.0
44486,2014-05-13,19.056,Consumer,-5.244
44496,2014-04-10,6.34,Consumer,0.88
44497,2014-12-31,16.74,Home Office,0.66
44505,2014-01-09,18.0,Corporate,0.0
44509,2014-11-18,34.02,Home Office,5.04
44511,2014-12-25,88.101,Home Office,28.371
44513,2014-09-22,43.02,Consumer,7.17
44516,2014-06-17,19.08,Consumer,-16.2
44526,2014-02-21,13.11,Home Office,3.4086
44527,2014-11-15,45.04,Consumer,4.504
44528,2014-02-24,8.4,Corporate,0.336
44529,2014-12-10,5.76,Consumer,2.6496
44531,2014-12-04,16.72,Consumer,3.344
44537,2014-10-31,18.69,Corporate,8.58
44538,2014-04-17,13.83,Home Office,5.1
44540,2014-09-08,14.7,Consumer,2.94
44542,2014-02-28,17.52,Corporate,5.43
44545,2014-01-10,17.1,Home Office,-16.26
44551,2014-07-11,31.6,Consumer,15.12
44554,2014-05-07,15.42,Home Office,1.05
44555,2014-08-09,8.0136,Consumer,-6.3864
44558,2014-08-08,31.536,Home Office,9.096
44561,2014-07-27,41.817,Corporate,-12.663
44568,2014-09-17,5.98,Corporate,1.5548
44569,2014-09-05,13.12,Consumer,3.772
44574,2014-09-17,3.444,Consumer,-2.7552
44577,2014-10-03,17.46,Consumer,5.9364
44580,2014-12-23,23.128,Consumer,2.891
44583,2014-10-21,15.15,Consumer,1.8
44587,2014-01-17,9.51,Home Office,0.66
44593,2014-03-25,14.55,Consumer,3.18
44594,2014-09-17,14.22,Corporate,0.27
44603,2014-08-27,34.35,Consumer,-11.1
44604,2014-02-10,44.73,Corporate,9.36
44608,2014-12-02,20.64,Consumer,9.06
44613,2014-07-07,41.1345,Consumer,1.4445
44615,2014-12-16,19.4934,Corporate,-12.9066
44620,2014-09-22,20.16,Consumer,9.8784
44623,2014-03-03,12.222,Corporate,-20.1663
44628,2014-09-23,11.228,Corporate,-18.5262
44630,2014-10-10,18.98,Consumer,8.9206
44631,2014-05-19,8.928,Corporate,0.6696
44637,2014-06-21,4.464,Consumer,0.3348
44642,2014-04-09,15.417,Consumer,-21.093
44649,2014-08-05,16.53,Corporate,7.41
44652,2014-08-12,10.152,Consumer,-6.858
44653,2014-11-05,19.08,Consumer,8.16
44654,2014-05-22,18.72,Corporate,2.97
44657,2014-09-16,10.95,Home Office,2.4
44663,2014-10-28,13.272,Corporate,-6.008
44664,2014-11-06,32.12,Corporate,15.72
44665,2014-12-12,21.3,Consumer,8.7
44667,2014-12-15,19.176,Corporate,-0.024
44668,2014-10-14,24.36,Consumer,-5.72
44674,2014-03-28,26.52,Corporate,12.18
44678,2014-03-25,16.65,Corporate,4.65
44679,2014-11-03,27.24,Consumer,9.24
44683,2014-02-13,15.0147,Consumer,-2.5353
44685,2014-06-14,10.2795,Consumer,-7.8705
44693,2014-04-12,11.364,Home Office,-17.046
44695,2014-12-03,12.16,Corporate,2.128
44696,2014-01-08,7.89,Consumer,3.5505
44700,2014-11-14,22.0,Consumer,1.375
44710,2014-03-01,22.11,Consumer,3.96
44711,2014-06-02,17.46,Home Office,7.14
44713,2014-11-25,26.4,Home Office,-23.16
44715,2014-01-27,14.97,Consumer,5.37
44720,2014-08-04,30.96,Consumer,11.76
44721,2014-01-16,13.56,Corporate,0.52
44726,2014-08-15,22.32,Consumer,1.76
44727,2014-11-26,15.552,Consumer,1.992
44728,2014-01-17,24.48,Corporate,11.43
44731,2014-04-15,79.11,Corporate,15.75
44733,2014-06-20,17.415,Corporate,3.075
44734,2014-03-10,18.0,Corporate,-17.28
44735,2014-07-04,27.0,Corporate,2.7
44736,2014-05-26,28.44,Corporate,0.0
44740,2014-09-08,15.552,Consumer,5.4432
44743,2014-09-21,11.784,Consumer,3.9771
44744,2014-10-21,15.984,Corporate,1.3986
44745,2014-05-21,8.288,Consumer,3.0044
44746,2014-02-27,10.53,Corporate,2.82
44747,2014-05-23,53.97,Corporate,18.33
44749,2014-12-13,23.73,Corporate,10.65
44754,2014-09-09,20.136,Consumer,-27.204
44762,2014-08-04,28.38,Corporate,5.64
44763,2014-08-11,15.66,Consumer,0.3
44765,2014-09-05,10.64,Consumer,5.1
44769,2014-06-10,9.28,Corporate,1.2
44770,2014-10-16,27.072,Consumer,-14.448
44775,2014-11-17,34.92,Consumer,14.28
44778,2014-12-24,19.14,Home Office,4.2
44780,2014-09-20,15.714,Home Office,4.314
44781,2014-05-07,12.42,Consumer,0.66
44783,2014-08-05,21.7035,Consumer,-5.7465
44786,2014-06-03,50.1,Consumer,16.98
44787,2014-12-03,8.752,Consumer,-3.7196
44788,2014-04-17,25.98,Corporate,1.5588
44790,2014-11-20,25.06,Consumer,12.53
44792,2014-05-21,7.41,Consumer,3.4827
44799,2014-08-21,25.92,Consumer,12.4416
44803,2014-11-14,11.82,Corporate,3.9
44806,2014-12-15,23.16,Consumer,6.24
44812,2014-12-09,6.03,Consumer,1.86
44814,2014-07-28,5.91,Corporate,0.51
44815,2014-08-14,34.92,Home Office,11.16
44817,2014-03-14,28.0,Corporate,1.68
44818,2014-10-02,66.96,Consumer,20.72
44821,2014-12-13,11.84,Consumer,2.48
44823,2014-04-22,18.564,Consumer,-23.516
44824,2014-04-08,20.352,Consumer,-11.548
44828,2014-06-23,16.0,Consumer,4.96
44830,2014-06-30,41.52,Home Office,8.64
44832,2014-08-12,18.24,Consumer,6.48
44834,2014-08-13,15.12,Consumer,2.52
44836,2014-11-04,18.522,Consumer,3.882
44839,2014-11-14,20.58,Consumer,5.94
44840,2014-02-13,12.8733,Consumer,-2.0367
44842,2014-08-20,22.0374,Consumer,1.2474
44846,2014-06-06,37.26,Corporate,5.31
44847,2014-09-22,23.5554,Home Office,2.2554
44849,2014-11-22,18.72,Consumer,9.12
44853,2014-02-13,26.76,Corporate,10.38
44857,2014-07-26,20.23,Consumer,9.5081
44860,2014-07-04,24.56,Home Office,11.5432
44862,2014-11-19,44.384,Consumer,15.5344
44865,2014-05-20,27.888,Corporate,10.1094
44869,2014-09-14,15.92,Consumer,2.786
44870,2014-03-24,32.48,Consumer,4.872
44873,2014-09-25,15.51,Home Office,3.8775
44875,2014-09-15,8.56,Consumer,3.852
44876,2014-11-18,12.9,Consumer,5.01
44877,2014-08-27,12.57,Corporate,1.62
44882,2014-04-02,14.28,Corporate,3.54
44888,2014-08-26,9.408,Consumer,0.288
44897,2014-11-06,13.932,Consumer,-3.948
44898,2014-05-08,45.36,Home Office,7.56
44899,2014-01-01,13.8,Consumer,4.92
44901,2014-04-17,31.2,Consumer,4.05
44903,2014-12-20,49.56,Consumer,5.94
44906,2014-08-07,43.515,Consumer,-7.875
44908,2014-05-19,31.8,Corporate,5.64
44910,2014-08-14,23.22,Consumer,6.9
44913,2014-08-16,22.5225,Consumer,2.0025
44917,2014-11-20,18.7,Consumer,7.106
44918,2014-10-07,41.96,Home Office,2.9372
44920,2014-06-02,3.798,Consumer,-2.6586
44931,2014-05-09,29.322,Corporate,-40.098
44934,2014-12-17,19.68,Consumer,3.3
44939,2014-10-30,16.0,Consumer,4.96
44940,2014-11-20,14.952,Home Office,-22.428
44941,2014-11-20,14.952,Home Office,-22.428
44944,2014-11-25,26.76,Consumer,7.48
44946,2014-11-19,30.52,Consumer,10.64
44948,2014-01-06,16.86,Home Office,6.06
44951,2014-02-17,8.37,Consumer,-2.19
44953,2014-08-02,20.82,Corporate,7.02
44954,2014-12-27,16.875,Corporate,-11.925
44957,2014-11-05,12.852,Consumer,2.112
44962,2014-10-03,22.5,Home Office,9.0
44967,2014-09-05,16.784,Consumer,-0.2098
44975,2014-05-26,29.84,Home Office,13.428
44976,2014-09-03,10.9,Consumer,2.834
44978,2014-08-18,16.784,Home Office,-22.2388
44979,2014-12-04,10.32,Consumer,3.741
44981,2014-04-29,28.08,Consumer,5.265
44982,2014-10-21,4.768,Consumer,-0.7748
44983,2014-11-17,12.42,Consumer,4.4712
44984,2014-09-23,21.96,Consumer,-23.07
44985,2014-06-02,54.96,Corporate,-33.0
44986,2014-05-27,29.04,Consumer,9.24
44987,2014-09-18,13.68,Consumer,4.08
